relationship_id	type	start_id	end_id	properties	file_name
88	catalysis	60	61	"{""ph"": ""6.5"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	fernandez-sando-2019-xylose-glucose_co-ferment.yml
89	produce	62	2	"{""temperature"": ""135°C"", ""ph"": ""0.5% H₂SO₄"", ""substrate"": null, ""incubation_period"": ""45 min"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1111%2f1750-3841.12907.yml
90	produce	63	2	"{""temperature"": ""135°C"", ""ph"": ""0.5% H₂SO₄"", ""substrate"": null, ""incubation_period"": ""45 min"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1111%2f1750-3841.12907.yml
91	catalysis	2	64	"{""ph"": ""0.5% H₂SO₄"", ""temperature"": ""135°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1111%2f1750-3841.12907.yml
92	produce	65	66	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""grape marc hydrolyzates"", ""moisture"": null, ""carbon_source"": ""xylose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	portilla_rivera-2009-minerals_and_organic_nitr.yml
93	catalysis	66	67	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	portilla_rivera-2009-minerals_and_organic_nitr.yml
94	produce	68	69	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""rich mixotrophic medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": ""8% O2"", ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	whitham-2015-metabolic_response_of__i_clostrid.yml
95	produce	68	70	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""rich mixotrophic medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": ""8% O2"", ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	whitham-2015-metabolic_response_of__i_clostrid.yml
96	catalysis	69	71	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	whitham-2015-metabolic_response_of__i_clostrid.yml
97	catalysis	70	59	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	whitham-2015-metabolic_response_of__i_clostrid.yml
98	produce	72	73	"{""temperature"": ""40°C"", ""ph"": ""6.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	taguchi-2004-cloning_of_the__i_ruminococcus_al.yml
99	produce	72	73	"{""temperature"": ""40°C"", ""ph"": ""4 to 10"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""stable"", ""quantitative_value"": null}"	taguchi-2004-cloning_of_the__i_ruminococcus_al.yml
100	produce	74	75	"{""temperature"": ""15-45°C"", ""ph"": ""4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""MRS agar"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	qian-2018-effects_of_fermentation_on_the_hemol.yml
101	produce	76	2	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""tea seed meal"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	qian-2018-effects_of_fermentation_on_the_hemol.yml
102	catalysis	75	77	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	qian-2018-effects_of_fermentation_on_the_hemol.yml
103	produce	22	78	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": ""20 h"", ""medium"": ""washed blood agar medium with mitomycin C"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	sugiyama-2001-mitomycin-supplemented_washed_bl.yml
104	catalysis	78	79	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	sugiyama-2001-mitomycin-supplemented_washed_bl.yml
105	produce	22	80	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""chemically defined medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhang-2010-enhanced_production_of_human_epider.yml
106	produce	22	80	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""PLM medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhang-2010-enhanced_production_of_human_epider.yml
107	produce	62	81	"{""temperature"": null, ""ph"": null, ""substrate"": ""glucose"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	boender-2009-quantitative_physiology_of__i_sac.yml
108	catalysis	81	4	"{""ph"": null, ""temperature"": ""anaerobic conditions"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	boender-2009-quantitative_physiology_of__i_sac.yml
109	produce	62	82	"{""temperature"": ""15°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1002%2fyea.3060.yml
110	produce	62	83	"{""temperature"": ""15°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1002%2fyea.3060.yml
111	produce	62	84	"{""temperature"": ""15°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1002%2fyea.3060.yml
112	catalysis	82	85	"{""ph"": null, ""temperature"": ""15°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1002%2fyea.3060.yml
113	catalysis	83	85	"{""ph"": null, ""temperature"": ""15°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1002%2fyea.3060.yml
114	catalysis	84	85	"{""ph"": null, ""temperature"": ""15°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1002%2fyea.3060.yml
115	produce	62	86	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""low nitrogen content"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	chiva-2009-the_role_of__i_gap1__i__gene_in_the.yml
116	produce	62	86	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""high nitrogen content"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	chiva-2009-the_role_of__i_gap1__i__gene_in_the.yml
117	catalysis	86	87	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	chiva-2009-the_role_of__i_gap1__i__gene_in_the.yml
118	catalysis	86	88	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	chiva-2009-the_role_of__i_gap1__i__gene_in_the.yml
119	catalysis	86	89	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	chiva-2009-the_role_of__i_gap1__i__gene_in_the.yml
120	produce	22	90	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": ""glucose"", ""incubation_period"": null, ""medium"": ""minimal medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	sharma-2007-recombinant_protein_production_in.yml
121	produce	22	90	"{""temperature"": ""37°C"", ""ph"": ""7.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""minimal medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": null, ""quantitative_value"": null}"	sharma-2007-recombinant_protein_production_in.yml
122	catalysis	90	71	"{""ph"": ""7.0"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	sharma-2007-recombinant_protein_production_in.yml
123	produce	22	91	"{""temperature"": ""37°C"", ""ph"": ""7.4"", ""substrate"": ""cyanuric acid"", ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1128%2fmbio.01477-15.yml
124	produce	92	91	"{""temperature"": ""28°C"", ""ph"": ""7.2"", ""substrate"": ""cyanuric acid"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1128%2fmbio.01477-15.yml
125	catalysis	91	93	"{""ph"": ""7.6"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1128%2fmbio.01477-15.yml
126	catalysis	91	93	"{""ph"": ""7.4"", ""temperature"": ""28°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1128%2fmbio.01477-15.yml
127	produce	62	94	"{""temperature"": null, ""ph"": ""3.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": ""150 g/L""}"	10.1016%2fj.renene.2011.06.019.yml
128	catalysis	94	4	"{""ph"": ""3.5"", ""temperature"": ""150"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.renene.2011.06.019.yml
129	produce	62	95	"{""temperature"": null, ""ph"": null, ""substrate"": ""isoamyl alcohol"", ""incubation_period"": null, ""medium"": ""YEPD medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1007%2fs00253-006-0795-6.yml
130	catalysis	95	96	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": ""0.5%"", ""substrate"": null}"	10.1007%2fs00253-006-0795-6.yml
131	produce	97	98	"{""temperature"": null, ""ph"": ""6.0"", ""substrate"": ""treated OPEFB hydrolysate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	ibrahim-2012-oil_palm_empty_fruit_bunch_as_alt.yml
132	produce	97	98	"{""temperature"": null, ""ph"": null, ""substrate"": ""treated OPEFB hydrolysate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""3 g/l"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	ibrahim-2012-oil_palm_empty_fruit_bunch_as_alt.yml
133	catalysis	98	4	"{""ph"": ""5.5"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	ibrahim-2012-oil_palm_empty_fruit_bunch_as_alt.yml
134	catalysis	98	99	"{""ph"": ""5.5"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	ibrahim-2012-oil_palm_empty_fruit_bunch_as_alt.yml
135	produce	22	100	"{""temperature"": null, ""ph"": null, ""substrate"": ""glutamine, xylose"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biortech.2012.02.102.yml
